chr1L	chr1L
Scaffold76782	chrUn_NW_016764694v1
Scaffold76783	chrUn_NW_016764695v1
Scaffold76784	chrUn_NW_016764696v1
Scaffold76785	chrUn_NW_016764697v1
Scaffold76786	chrUn_NW_016764698v1
Scaffold76787	chrUn_NW_016764699v1
Scaffold76788	chrUn_NW_016764700v1
Scaffold76789	chrUn_NW_016764701v1
Scaffold7679	chrUn_NW_016701891v1
Scaffold76790	chrUn_NW_016764702v1
Scaffold76791	chrUn_NW_016764703v1
Scaffold76792	chrUn_NW_016764704v1
Scaffold76794	chrUn_NW_016764705v1
Scaffold76795	chrUn_NW_016764706v1
Scaffold76796	chrUn_NW_016764707v1
Scaffold76797	chrUn_NW_016764708v1
Scaffold76798	chrUn_NW_016764709v1
Scaffold76799	chrUn_NW_016764710v1
Scaffold768	chrUn_NW_016695556v1
Scaffold7680	chrUn_NW_016701892v1
Scaffold76800	chrUn_NW_016764711v1
Scaffold76801	chrUn_NW_016764712v1
Scaffold76802	chrUn_NW_016764713v1
Scaffold76803	chrUn_NW_016764714v1
Scaffold76804	chrUn_NW_016764715v1
Scaffold76805	chrUn_NW_016764716v1
Scaffold76806	chrUn_NW_016764717v1
Scaffold76807	chrUn_NW_016764718v1
Scaffold76808	chrUn_NW_016764719v1
Scaffold76809	chrUn_NW_016764720v1
Scaffold7681	chrUn_NW_016701893v1
Scaffold76810	chrUn_NW_016764721v1
Scaffold76811	chrUn_NW_016764722v1
Scaffold76812	chrUn_NW_016764723v1
Scaffold76813	chrUn_NW_016764724v1
Scaffold76814	chrUn_NW_016764725v1
Scaffold76815	chrUn_NW_016764726v1
Scaffold76816	chrUn_NW_016764727v1
Scaffold76817	chrUn_NW_016764728v1
Scaffold76818	chrUn_NW_016764729v1
Scaffold76819	chrUn_NW_016764730v1
Scaffold7682	chrUn_NW_016701894v1
Scaffold76820	chrUn_NW_016764731v1
Scaffold76821	chrUn_NW_016764732v1
Scaffold76822	chrUn_NW_016764733v1
Scaffold76823	chrUn_NW_016764734v1
Scaffold76824	chrUn_NW_016764735v1
Scaffold76825	chrUn_NW_016764736v1
Scaffold76826	chrUn_NW_016764737v1
Scaffold76827	chrUn_NW_016764738v1
Scaffold76829	chrUn_NW_016764739v1
Scaffold7683	chrUn_NW_016701895v1
Scaffold76830	chrUn_NW_016764740v1
Scaffold76831	chrUn_NW_016764741v1
Scaffold76832	chrUn_NW_016764742v1
Scaffold76833	chrUn_NW_016764743v1
Scaffold76834	chrUn_NW_016764744v1
Scaffold76835	chrUn_NW_016764745v1
Scaffold76836	chrUn_NW_016764746v1
Scaffold76837	chrUn_NW_016764747v1
Scaffold76838	chrUn_NW_016764748v1
Scaffold76839	chrUn_NW_016764749v1
Scaffold7684	chrUn_NW_016701896v1
Scaffold76840	chrUn_NW_016764750v1
Scaffold76841	chrUn_NW_016764751v1
Scaffold76842	chrUn_NW_016764752v1
Scaffold76843	chrUn_NW_016764753v1
Scaffold76844	chrUn_NW_016764754v1
Scaffold76845	chrUn_NW_016764755v1
Scaffold76846	chrUn_NW_016764756v1
Scaffold76847	chrUn_NW_016764757v1
Scaffold76848	chrUn_NW_016764758v1
Scaffold7685	chrUn_NW_016701897v1
Scaffold76850	chrUn_NW_016764759v1
Scaffold76851	chrUn_NW_016764760v1
Scaffold76852	chrUn_NW_016764761v1
Scaffold76854	chrUn_NW_016764762v1
Scaffold76855	chrUn_NW_016764763v1
Scaffold76856	chrUn_NW_016764764v1
Scaffold76858	chrUn_NW_016764765v1
Scaffold76859	chrUn_NW_016764766v1
Scaffold7686	chrUn_NW_016701898v1
Scaffold76860	chrUn_NW_016764767v1
Scaffold76861	chrUn_NW_016764768v1
Scaffold76862	chrUn_NW_016764769v1
Scaffold76863	chrUn_NW_016764770v1
Scaffold76864	chrUn_NW_016764771v1
Scaffold76865	chrUn_NW_016764772v1
Scaffold76866	chrUn_NW_016764773v1
Scaffold76867	chrUn_NW_016764774v1
Scaffold76868	chrUn_NW_016764775v1
Scaffold76869	chrUn_NW_016764776v1
Scaffold7687	chrUn_NW_016701899v1
Scaffold76870	chrUn_NW_016764777v1
Scaffold76871	chrUn_NW_016764778v1
Scaffold76872	chrUn_NW_016764779v1
Scaffold76873	chrUn_NW_016764780v1
Scaffold76874	chrUn_NW_016764781v1
Scaffold76875	chrUn_NW_016764782v1
Scaffold76876	chrUn_NW_016764783v1
Scaffold76877	chrUn_NW_016764784v1
Scaffold76878	chrUn_NW_016764785v1
Scaffold76879	chrUn_NW_016764786v1
Scaffold7688	chrUn_NW_016701900v1
Scaffold76880	chrUn_NW_016764787v1
Scaffold76881	chrUn_NW_016764788v1
Scaffold76882	chrUn_NW_016764789v1
Scaffold76883	chrUn_NW_016764790v1
Scaffold76884	chrUn_NW_016764791v1
Scaffold76885	chrUn_NW_016764792v1
Scaffold76886	chrUn_NW_016764793v1
Scaffold76887	chrUn_NW_016764794v1
Scaffold76888	chrUn_NW_016764795v1
Scaffold76889	chrUn_NW_016764796v1
Scaffold7689	chrUn_NW_016701901v1
Scaffold76890	chrUn_NW_016764797v1
Scaffold76891	chrUn_NW_016764798v1
Scaffold76892	chrUn_NW_016764799v1
Scaffold76893	chrUn_NW_016764800v1
Scaffold76894	chrUn_NW_016764801v1
Scaffold76895	chrUn_NW_016764802v1
Scaffold76896	chrUn_NW_016764803v1
Scaffold76897	chrUn_NW_016764804v1
Scaffold76898	chrUn_NW_016764805v1
Scaffold76899	chrUn_NW_016764806v1
Scaffold769	chrUn_NW_016695557v1
Scaffold7690	chrUn_NW_016701902v1
Scaffold76900	chrUn_NW_016764807v1
Scaffold76901	chrUn_NW_016764808v1
Scaffold76902	chrUn_NW_016764809v1
Scaffold76903	chrUn_NW_016764810v1
Scaffold76904	chrUn_NW_016764811v1
Scaffold76905	chrUn_NW_016764812v1
Scaffold76906	chrUn_NW_016764813v1
Scaffold76907	chrUn_NW_016764814v1
Scaffold76908	chrUn_NW_016764815v1
Scaffold76909	chrUn_NW_016764816v1
Scaffold7691	chrUn_NW_016701903v1
Scaffold76910	chrUn_NW_016764817v1
Scaffold76911	chrUn_NW_016764818v1
Scaffold76912	chrUn_NW_016764819v1
Scaffold76913	chrUn_NW_016764820v1
Scaffold76914	chrUn_NW_016764821v1
Scaffold76916	chrUn_NW_016764822v1
Scaffold76917	chrUn_NW_016764823v1
Scaffold76918	chrUn_NW_016764824v1
Scaffold7692	chrUn_NW_016701904v1
Scaffold76920	chrUn_NW_016764825v1
Scaffold76921	chrUn_NW_016764826v1
Scaffold76922	chrUn_NW_016764827v1
Scaffold76923	chrUn_NW_016764828v1
Scaffold76924	chrUn_NW_016764829v1
Scaffold76925	chrUn_NW_016764830v1
Scaffold76926	chrUn_NW_016764831v1
Scaffold76927	chrUn_NW_016764832v1
Scaffold76928	chrUn_NW_016764833v1
Scaffold76929	chrUn_NW_016764834v1
Scaffold7693	chrUn_NW_016701905v1
Scaffold76930	chrUn_NW_016764835v1
Scaffold76931	chrUn_NW_016764836v1
Scaffold76932	chrUn_NW_016764837v1
Scaffold76933	chrUn_NW_016764838v1
Scaffold76934	chrUn_NW_016764839v1
Scaffold76935	chrUn_NW_016764840v1
Scaffold76936	chrUn_NW_016764841v1
Scaffold76937	chrUn_NW_016764842v1
Scaffold76938	chrUn_NW_016764843v1
Scaffold76939	chrUn_NW_016764844v1
Scaffold7694	chrUn_NW_016701906v1
Scaffold76940	chrUn_NW_016764845v1
Scaffold76941	chrUn_NW_016764846v1
Scaffold76942	chrUn_NW_016764847v1
Scaffold76943	chrUn_NW_016764848v1
Scaffold76944	chrUn_NW_016764849v1
Scaffold76945	chrUn_NW_016764850v1
Scaffold76946	chrUn_NW_016764851v1
Scaffold76947	chrUn_NW_016764852v1
Scaffold76948	chrUn_NW_016764853v1
Scaffold76949	chrUn_NW_016764854v1
Scaffold7695	chrUn_NW_016701907v1
Scaffold76950	chrUn_NW_016764855v1
Scaffold76951	chrUn_NW_016764856v1
Scaffold76953	chrUn_NW_016764857v1
Scaffold76954	chrUn_NW_016764858v1
Scaffold76955	chrUn_NW_016764859v1
Scaffold76956	chrUn_NW_016764860v1
Scaffold76957	chrUn_NW_016764861v1
Scaffold76958	chrUn_NW_016764862v1
Scaffold76959	chrUn_NW_016764863v1
Scaffold7696	chrUn_NW_016701908v1
Scaffold76960	chrUn_NW_016764864v1
Scaffold76961	chrUn_NW_016764865v1
Scaffold76962	chrUn_NW_016764866v1
Scaffold76963	chrUn_NW_016764867v1
Scaffold76964	chrUn_NW_016764868v1
Scaffold76965	chrUn_NW_016764869v1
Scaffold76966	chrUn_NW_016764870v1
Scaffold76967	chrUn_NW_016764871v1
Scaffold76968	chrUn_NW_016764872v1
Scaffold76969	chrUn_NW_016764873v1
Scaffold7697	chrUn_NW_016701909v1
Scaffold76970	chrUn_NW_016764874v1
Scaffold76971	chrUn_NW_016764875v1
Scaffold76972	chrUn_NW_016764876v1
Scaffold76974	chrUn_NW_016764877v1
Scaffold76975	chrUn_NW_016764878v1
Scaffold76976	chrUn_NW_016764879v1
Scaffold76977	chrUn_NW_016764880v1
Scaffold76978	chrUn_NW_016764881v1
Scaffold76979	chrUn_NW_016764882v1
Scaffold7698	chrUn_NW_016701910v1
Scaffold76980	chrUn_NW_016764883v1
Scaffold76982	chrUn_NW_016764884v1
Scaffold76983	chrUn_NW_016764885v1
Scaffold76984	chrUn_NW_016764886v1
Scaffold76985	chrUn_NW_016764887v1
Scaffold76986	chrUn_NW_016764888v1
Scaffold76987	chrUn_NW_016764889v1
Scaffold76988	chrUn_NW_016764890v1
Scaffold76989	chrUn_NW_016764891v1
Scaffold7699	chrUn_NW_016701911v1
Scaffold76990	chrUn_NW_016764892v1
Scaffold76991	chrUn_NW_016764893v1
Scaffold76992	chrUn_NW_016764894v1
Scaffold76993	chrUn_NW_016764895v1
Scaffold76994	chrUn_NW_016764896v1
Scaffold76995	chrUn_NW_016764897v1
Scaffold76996	chrUn_NW_016764898v1
Scaffold76997	chrUn_NW_016764899v1
Scaffold76999	chrUn_NW_016764900v1
Scaffold77	chrUn_NW_016694868v1
Scaffold770	chrUn_NW_016695558v1
Scaffold77000	chrUn_NW_016764901v1
Scaffold77001	chrUn_NW_016764902v1
Scaffold77002	chrUn_NW_016764903v1
Scaffold77003	chrUn_NW_016764904v1
Scaffold77004	chrUn_NW_016764905v1
Scaffold77005	chrUn_NW_016764906v1
Scaffold77006	chrUn_NW_016764907v1
Scaffold77007	chrUn_NW_016764908v1
Scaffold77008	chrUn_NW_016764909v1
Scaffold77009	chrUn_NW_016764910v1
Scaffold7701	chrUn_NW_016701912v1
Scaffold77010	chrUn_NW_016764911v1
Scaffold77012	chrUn_NW_016764912v1
Scaffold77013	chrUn_NW_016764913v1
Scaffold77014	chrUn_NW_016764914v1
Scaffold77015	chrUn_NW_016764915v1
Scaffold77016	chrUn_NW_016764916v1
Scaffold77017	chrUn_NW_016764917v1
Scaffold77018	chrUn_NW_016764918v1
Scaffold7702	chrUn_NW_016701913v1
Scaffold77020	chrUn_NW_016764919v1
Scaffold77021	chrUn_NW_016764920v1
Scaffold77022	chrUn_NW_016764921v1
Scaffold77023	chrUn_NW_016764922v1
Scaffold77024	chrUn_NW_016764923v1
Scaffold77025	chrUn_NW_016764924v1
Scaffold77026	chrUn_NW_016764925v1
Scaffold77027	chrUn_NW_016764926v1
Scaffold77028	chrUn_NW_016764927v1
Scaffold77029	chrUn_NW_016764928v1
Scaffold7703	chrUn_NW_016701914v1
Scaffold77030	chrUn_NW_016764929v1
Scaffold77031	chrUn_NW_016764930v1
Scaffold77032	chrUn_NW_016764931v1
Scaffold77033	chrUn_NW_016764932v1
Scaffold77034	chrUn_NW_016764933v1
Scaffold77035	chrUn_NW_016764934v1
Scaffold77036	chrUn_NW_016764935v1
Scaffold77037	chrUn_NW_016764936v1
Scaffold77038	chrUn_NW_016764937v1
Scaffold77039	chrUn_NW_016764938v1
Scaffold7704	chrUn_NW_016701915v1
Scaffold77040	chrUn_NW_016764939v1
Scaffold77041	chrUn_NW_016764940v1
Scaffold77042	chrUn_NW_016764941v1
Scaffold77043	chrUn_NW_016764942v1
Scaffold77044	chrUn_NW_016764943v1
Scaffold77045	chrUn_NW_016764944v1
Scaffold77046	chrUn_NW_016764945v1
Scaffold77047	chrUn_NW_016764946v1
Scaffold77048	chrUn_NW_016764947v1
Scaffold77049	chrUn_NW_016764948v1
Scaffold7705	chrUn_NW_016701916v1
Scaffold77050	chrUn_NW_016764949v1
Scaffold77051	chrUn_NW_016764950v1
Scaffold77052	chrUn_NW_016764951v1
Scaffold77053	chrUn_NW_016764952v1
Scaffold77054	chrUn_NW_016764953v1
Scaffold77055	chrUn_NW_016764954v1
Scaffold77056	chrUn_NW_016764955v1
Scaffold77057	chrUn_NW_016764956v1
Scaffold77058	chrUn_NW_016764957v1
Scaffold77059	chrUn_NW_016764958v1
Scaffold7706	chrUn_NW_016701917v1
Scaffold77060	chrUn_NW_016764959v1
Scaffold77061	chrUn_NW_016764960v1
Scaffold77062	chrUn_NW_016764961v1
Scaffold77063	chrUn_NW_016764962v1
Scaffold77064	chrUn_NW_016764963v1
Scaffold77065	chrUn_NW_016764964v1
Scaffold77066	chrUn_NW_016764965v1
Scaffold77067	chrUn_NW_016764966v1
Scaffold77068	chrUn_NW_016764967v1
Scaffold77069	chrUn_NW_016764968v1
Scaffold7707	chrUn_NW_016701918v1
Scaffold77070	chrUn_NW_016764969v1
Scaffold77071	chrUn_NW_016764970v1
Scaffold77072	chrUn_NW_016764971v1
Scaffold77073	chrUn_NW_016764972v1
Scaffold77074	chrUn_NW_016764973v1
Scaffold77075	chrUn_NW_016764974v1
Scaffold77076	chrUn_NW_016764975v1
Scaffold77077	chrUn_NW_016764976v1
Scaffold77078	chrUn_NW_016764977v1
Scaffold77079	chrUn_NW_016764978v1
Scaffold7708	chrUn_NW_016701919v1
Scaffold77080	chrUn_NW_016764979v1
Scaffold77081	chrUn_NW_016764980v1
Scaffold77082	chrUn_NW_016764981v1
Scaffold77083	chrUn_NW_016764982v1
Scaffold77084	chrUn_NW_016764983v1
Scaffold77085	chrUn_NW_016764984v1
Scaffold77086	chrUn_NW_016764985v1
Scaffold77087	chrUn_NW_016764986v1
Scaffold77088	chrUn_NW_016764987v1
Scaffold77089	chrUn_NW_016764988v1
Scaffold7709	chrUn_NW_016701920v1
Scaffold77090	chrUn_NW_016764989v1
Scaffold77091	chrUn_NW_016764990v1
Scaffold77092	chrUn_NW_016764991v1
Scaffold77093	chrUn_NW_016764992v1
Scaffold77095	chrUn_NW_016764993v1
Scaffold77096	chrUn_NW_016764994v1
Scaffold77097	chrUn_NW_016764995v1
Scaffold77099	chrUn_NW_016764996v1
Scaffold771	chrUn_NW_016695559v1
Scaffold7710	chrUn_NW_016701921v1
Scaffold77100	chrUn_NW_016764997v1
Scaffold77101	chrUn_NW_016764998v1
Scaffold77102	chrUn_NW_016764999v1
Scaffold77103	chrUn_NW_016765000v1
Scaffold77104	chrUn_NW_016765001v1
Scaffold77105	chrUn_NW_016765002v1
Scaffold77106	chrUn_NW_016765003v1
Scaffold77107	chrUn_NW_016765004v1
Scaffold77108	chrUn_NW_016765005v1
Scaffold77109	chrUn_NW_016765006v1
Scaffold7711	chrUn_NW_016701922v1
Scaffold77110	chrUn_NW_016765007v1
Scaffold77111	chrUn_NW_016765008v1
Scaffold77112	chrUn_NW_016765009v1
Scaffold77113	chrUn_NW_016765010v1
Scaffold77114	chrUn_NW_016765011v1
Scaffold77115	chrUn_NW_016765012v1
Scaffold77116	chrUn_NW_016765013v1
Scaffold77117	chrUn_NW_016765014v1
Scaffold77118	chrUn_NW_016765015v1
Scaffold77119	chrUn_NW_016765016v1
Scaffold7712	chrUn_NW_016701923v1
Scaffold77120	chrUn_NW_016765017v1
Scaffold77121	chrUn_NW_016765018v1
Scaffold77122	chrUn_NW_016765019v1
Scaffold77123	chrUn_NW_016765020v1
Scaffold77124	chrUn_NW_016765021v1
Scaffold77125	chrUn_NW_016765022v1
Scaffold77126	chrUn_NW_016765023v1
Scaffold77127	chrUn_NW_016765024v1
Scaffold77128	chrUn_NW_016765025v1
Scaffold77129	chrUn_NW_016765026v1
Scaffold7713	chrUn_NW_016701924v1
Scaffold77130	chrUn_NW_016765027v1
Scaffold77131	chrUn_NW_016765028v1
Scaffold77132	chrUn_NW_016765029v1
Scaffold77133	chrUn_NW_016765030v1
Scaffold77134	chrUn_NW_016765031v1
Scaffold77136	chrUn_NW_016765032v1
Scaffold77137	chrUn_NW_016765033v1
Scaffold77138	chrUn_NW_016765034v1
Scaffold77139	chrUn_NW_016765035v1
Scaffold7714	chrUn_NW_016701925v1
Scaffold77140	chrUn_NW_016765036v1
Scaffold77141	chrUn_NW_016765037v1
Scaffold77142	chrUn_NW_016765038v1
Scaffold77143	chrUn_NW_016765039v1
Scaffold77144	chrUn_NW_016765040v1
Scaffold77145	chrUn_NW_016765041v1
Scaffold77146	chrUn_NW_016765042v1
Scaffold77147	chrUn_NW_016765043v1
Scaffold77148	chrUn_NW_016765044v1
Scaffold7715	chrUn_NW_016701926v1
Scaffold77150	chrUn_NW_016765045v1
Scaffold77151	chrUn_NW_016765046v1
Scaffold77152	chrUn_NW_016765047v1
Scaffold77153	chrUn_NW_016765048v1
Scaffold77154	chrUn_NW_016765049v1
Scaffold77155	chrUn_NW_016765050v1
Scaffold77156	chrUn_NW_016765051v1
Scaffold77157	chrUn_NW_016765052v1
Scaffold77158	chrUn_NW_016765053v1
Scaffold77159	chrUn_NW_016765054v1
Scaffold7716	chrUn_NW_016701927v1
Scaffold77160	chrUn_NW_016765055v1
Scaffold77161	chrUn_NW_016765056v1
Scaffold77162	chrUn_NW_016765057v1
Scaffold77163	chrUn_NW_016765058v1
Scaffold77164	chrUn_NW_016765059v1
Scaffold77165	chrUn_NW_016765060v1
Scaffold77166	chrUn_NW_016765061v1
Scaffold77168	chrUn_NW_016765062v1
Scaffold77169	chrUn_NW_016765063v1
Scaffold7717	chrUn_NW_016701928v1
Scaffold77170	chrUn_NW_016765064v1
Scaffold77171	chrUn_NW_016765065v1
Scaffold77172	chrUn_NW_016765066v1
Scaffold77173	chrUn_NW_016765067v1
Scaffold77174	chrUn_NW_016765068v1
Scaffold77175	chrUn_NW_016765069v1
Scaffold77176	chrUn_NW_016765070v1
Scaffold77177	chrUn_NW_016765071v1
Scaffold77178	chrUn_NW_016765072v1
Scaffold77179	chrUn_NW_016765073v1
Scaffold7718	chrUn_NW_016701929v1
Scaffold77180	chrUn_NW_016765074v1
Scaffold77181	chrUn_NW_016765075v1
Scaffold77182	chrUn_NW_016765076v1
Scaffold77183	chrUn_NW_016765077v1
Scaffold77184	chrUn_NW_016765078v1
Scaffold77185	chrUn_NW_016765079v1
Scaffold77186	chrUn_NW_016765080v1
Scaffold77187	chrUn_NW_016765081v1
Scaffold77188	chrUn_NW_016765082v1
Scaffold77189	chrUn_NW_016765083v1
Scaffold7719	chrUn_NW_016701930v1
Scaffold77190	chrUn_NW_016765084v1
Scaffold77191	chrUn_NW_016765085v1
Scaffold77192	chrUn_NW_016765086v1
Scaffold77193	chrUn_NW_016765087v1
Scaffold77194	chrUn_NW_016765088v1
Scaffold77195	chrUn_NW_016765089v1
Scaffold77196	chrUn_NW_016765090v1
Scaffold77197	chrUn_NW_016765091v1
Scaffold77198	chrUn_NW_016765092v1
Scaffold77199	chrUn_NW_016765093v1
Scaffold772	chrUn_NW_016695560v1
Scaffold7720	chrUn_NW_016701931v1
Scaffold77200	chrUn_NW_016765094v1
Scaffold77201	chrUn_NW_016765095v1
Scaffold77203	chrUn_NW_016765096v1
Scaffold77204	chrUn_NW_016765097v1
Scaffold77205	chrUn_NW_016765098v1
Scaffold77206	chrUn_NW_016765099v1
Scaffold77207	chrUn_NW_016765100v1
Scaffold77208	chrUn_NW_016765101v1
Scaffold77209	chrUn_NW_016765102v1
Scaffold7721	chrUn_NW_016701932v1
Scaffold77210	chrUn_NW_016765103v1
Scaffold77211	chrUn_NW_016765104v1
Scaffold77212	chrUn_NW_016765105v1
Scaffold77213	chrUn_NW_016765106v1
Scaffold77214	chrUn_NW_016765107v1
Scaffold77215	chrUn_NW_016765108v1
Scaffold77216	chrUn_NW_016765109v1
Scaffold77217	chrUn_NW_016765110v1
Scaffold77218	chrUn_NW_016765111v1
Scaffold77219	chrUn_NW_016765112v1
Scaffold7722	chrUn_NW_016701933v1
Scaffold77220	chrUn_NW_016765113v1
Scaffold77221	chrUn_NW_016765114v1
Scaffold77222	chrUn_NW_016765115v1
Scaffold77223	chrUn_NW_016765116v1
Scaffold77224	chrUn_NW_016765117v1
Scaffold77225	chrUn_NW_016765118v1
Scaffold77226	chrUn_NW_016765119v1
Scaffold77227	chrUn_NW_016765120v1
Scaffold77228	chrUn_NW_016765121v1
Scaffold77229	chrUn_NW_016765122v1
Scaffold7723	chrUn_NW_016701934v1
Scaffold77230	chrUn_NW_016765123v1
Scaffold77231	chrUn_NW_016765124v1
Scaffold77232	chrUn_NW_016765125v1
Scaffold77233	chrUn_NW_016765126v1
Scaffold77234	chrUn_NW_016765127v1
Scaffold77235	chrUn_NW_016765128v1
Scaffold77236	chrUn_NW_016765129v1
Scaffold77237	chrUn_NW_016765130v1
Scaffold77238	chrUn_NW_016765131v1
Scaffold77239	chrUn_NW_016765132v1
Scaffold77240	chrUn_NW_016765133v1
Scaffold77241	chrUn_NW_016765134v1
Scaffold77242	chrUn_NW_016765135v1
Scaffold77243	chrUn_NW_016765136v1
Scaffold77244	chrUn_NW_016765137v1
Scaffold77245	chrUn_NW_016765138v1
Scaffold77246	chrUn_NW_016765139v1
Scaffold77247	chrUn_NW_016765140v1
Scaffold77248	chrUn_NW_016765141v1
Scaffold77249	chrUn_NW_016765142v1
Scaffold77250	chrUn_NW_016765143v1
Scaffold77251	chrUn_NW_016765144v1
Scaffold77252	chrUn_NW_016765145v1
Scaffold77253	chrUn_NW_016765146v1
Scaffold77254	chrUn_NW_016765147v1
Scaffold77255	chrUn_NW_016765148v1
Scaffold77256	chrUn_NW_016765149v1
Scaffold77257	chrUn_NW_016765150v1
Scaffold77258	chrUn_NW_016765151v1
Scaffold77259	chrUn_NW_016765152v1
Scaffold7726	chrUn_NW_016701935v1
Scaffold77260	chrUn_NW_016765153v1
Scaffold77261	chrUn_NW_016765154v1
Scaffold77262	chrUn_NW_016765155v1
Scaffold77263	chrUn_NW_016765156v1
Scaffold77264	chrUn_NW_016765157v1
Scaffold77265	chrUn_NW_016765158v1
Scaffold77266	chrUn_NW_016765159v1
Scaffold77267	chrUn_NW_016765160v1
Scaffold77268	chrUn_NW_016765161v1
Scaffold77269	chrUn_NW_016765162v1
Scaffold7727	chrUn_NW_016701936v1
Scaffold77270	chrUn_NW_016765163v1
Scaffold77271	chrUn_NW_016765164v1
Scaffold77272	chrUn_NW_016765165v1
Scaffold77273	chrUn_NW_016765166v1
Scaffold77274	chrUn_NW_016765167v1
Scaffold77275	chrUn_NW_016765168v1
Scaffold77276	chrUn_NW_016765169v1
Scaffold77277	chrUn_NW_016765170v1
Scaffold77278	chrUn_NW_016765171v1
Scaffold77279	chrUn_NW_016765172v1
Scaffold7728	chrUn_NW_016701937v1
Scaffold77280	chrUn_NW_016765173v1
Scaffold77281	chrUn_NW_016765174v1
Scaffold77282	chrUn_NW_016765175v1
Scaffold77283	chrUn_NW_016765176v1
Scaffold77284	chrUn_NW_016765177v1
Scaffold77285	chrUn_NW_016765178v1
Scaffold77286	chrUn_NW_016765179v1
Scaffold77287	chrUn_NW_016765180v1
Scaffold77288	chrUn_NW_016765181v1
Scaffold77289	chrUn_NW_016765182v1
Scaffold7729	chrUn_NW_016701938v1
Scaffold77290	chrUn_NW_016765183v1
Scaffold77291	chrUn_NW_016765184v1
Scaffold77292	chrUn_NW_016765185v1
Scaffold77293	chrUn_NW_016765186v1
Scaffold77294	chrUn_NW_016765187v1
Scaffold77295	chrUn_NW_016765188v1
Scaffold77296	chrUn_NW_016765189v1
Scaffold77297	chrUn_NW_016765190v1
Scaffold77299	chrUn_NW_016765191v1
Scaffold773	chrUn_NW_016695561v1
Scaffold7730	chrUn_NW_016701939v1
Scaffold77300	chrUn_NW_016765192v1
Scaffold77301	chrUn_NW_016765193v1
Scaffold77302	chrUn_NW_016765194v1
Scaffold77303	chrUn_NW_016765195v1
Scaffold77304	chrUn_NW_016765196v1
Scaffold77305	chrUn_NW_016765197v1
Scaffold77306	chrUn_NW_016765198v1
Scaffold77307	chrUn_NW_016765199v1
Scaffold77308	chrUn_NW_016765200v1
Scaffold77309	chrUn_NW_016765201v1
Scaffold7731	chrUn_NW_016701940v1
Scaffold77310	chrUn_NW_016765202v1
Scaffold77311	chrUn_NW_016765203v1
Scaffold77312	chrUn_NW_016765204v1
Scaffold77313	chrUn_NW_016765205v1
Scaffold77314	chrUn_NW_016765206v1
Scaffold77315	chrUn_NW_016765207v1
Scaffold77316	chrUn_NW_016765208v1
Scaffold77317	chrUn_NW_016765209v1
Scaffold77318	chrUn_NW_016765210v1
Scaffold77319	chrUn_NW_016765211v1
Scaffold7732	chrUn_NW_016701941v1
Scaffold77320	chrUn_NW_016765212v1
Scaffold77322	chrUn_NW_016765213v1
Scaffold77323	chrUn_NW_016765214v1
Scaffold77324	chrUn_NW_016765215v1
Scaffold77325	chrUn_NW_016765216v1
Scaffold77326	chrUn_NW_016765217v1
Scaffold77327	chrUn_NW_016765218v1
Scaffold77328	chrUn_NW_016765219v1
Scaffold77329	chrUn_NW_016765220v1
Scaffold7733	chrUn_NW_016701942v1
Scaffold77330	chrUn_NW_016765221v1
Scaffold77331	chrUn_NW_016765222v1
Scaffold77332	chrUn_NW_016765223v1
Scaffold77333	chrUn_NW_016765224v1
Scaffold77334	chrUn_NW_016765225v1
Scaffold77335	chrUn_NW_016765226v1
Scaffold77336	chrUn_NW_016765227v1
Scaffold77337	chrUn_NW_016765228v1
Scaffold77338	chrUn_NW_016765229v1
Scaffold77339	chrUn_NW_016765230v1
Scaffold7734	chrUn_NW_016701943v1
Scaffold77340	chrUn_NW_016765231v1
Scaffold77341	chrUn_NW_016765232v1
Scaffold77342	chrUn_NW_016765233v1
Scaffold77343	chrUn_NW_016765234v1
Scaffold77344	chrUn_NW_016765235v1
Scaffold77345	chrUn_NW_016765236v1
Scaffold77346	chrUn_NW_016765237v1
Scaffold77347	chrUn_NW_016765238v1
Scaffold77348	chrUn_NW_016765239v1
Scaffold77349	chrUn_NW_016765240v1
Scaffold7735	chrUn_NW_016701944v1
Scaffold77350	chrUn_NW_016765241v1
Scaffold77351	chrUn_NW_016765242v1
Scaffold77352	chrUn_NW_016765243v1
Scaffold77353	chrUn_NW_016765244v1
Scaffold77354	chrUn_NW_016765245v1
Scaffold77355	chrUn_NW_016765246v1
Scaffold77356	chrUn_NW_016765247v1
Scaffold77357	chrUn_NW_016765248v1
Scaffold77358	chrUn_NW_016765249v1
Scaffold77359	chrUn_NW_016765250v1
Scaffold7736	chrUn_NW_016701945v1
Scaffold77360	chrUn_NW_016765251v1
Scaffold77361	chrUn_NW_016765252v1
Scaffold77362	chrUn_NW_016765253v1
Scaffold77363	chrUn_NW_016765254v1
Scaffold77364	chrUn_NW_016765255v1
Scaffold77365	chrUn_NW_016765256v1
Scaffold77366	chrUn_NW_016765257v1
Scaffold77367	chrUn_NW_016765258v1
Scaffold77368	chrUn_NW_016765259v1
Scaffold77369	chrUn_NW_016765260v1
Scaffold7737	chrUn_NW_016701946v1
Scaffold77370	chrUn_NW_016765261v1
Scaffold77371	chrUn_NW_016765262v1
Scaffold77372	chrUn_NW_016765263v1
Scaffold77373	chrUn_NW_016765264v1
Scaffold77374	chrUn_NW_016765265v1
Scaffold77375	chrUn_NW_016765266v1
