Chr01	chr1
scaffold_7465	chrUn_NW_016688681v1
scaffold_7467	chrUn_NW_016688682v1
scaffold_747	chrUn_NW_016683931v1
scaffold_7471	chrUn_NW_016688683v1
scaffold_7472	chrUn_NW_016688684v1
scaffold_7475	chrUn_NW_016688685v1
scaffold_7476	chrUn_NW_016688686v1
scaffold_7479	chrUn_NW_016688687v1
scaffold_748	chrUn_NW_016683932v1
scaffold_7480	chrUn_NW_016688688v1
scaffold_7481	chrUn_NW_016688689v1
scaffold_7483	chrUn_NW_016688690v1
scaffold_7484	chrUn_NW_016688691v1
scaffold_7485	chrUn_NW_016688692v1
scaffold_7486	chrUn_NW_016688693v1
scaffold_7487	chrUn_NW_016688694v1
scaffold_7488	chrUn_NW_016688695v1
scaffold_7489	chrUn_NW_016688696v1
scaffold_749	chrUn_NW_016683933v1
scaffold_7490	chrUn_NW_016688697v1
scaffold_7491	chrUn_NW_016688698v1
scaffold_7492	chrUn_NW_016688699v1
scaffold_7493	chrUn_NW_016688700v1
scaffold_7494	chrUn_NW_016688701v1
scaffold_7495	chrUn_NW_016688702v1
scaffold_7496	chrUn_NW_016688703v1
scaffold_7497	chrUn_NW_016688704v1
scaffold_7498	chrUn_NW_016688705v1
scaffold_75	chrUn_NW_016683412v1
scaffold_750	chrUn_NW_016683934v1
scaffold_7500	chrUn_NW_016688706v1
scaffold_7501	chrUn_NW_016688707v1
scaffold_7503	chrUn_NW_016688708v1
scaffold_7505	chrUn_NW_016688709v1
scaffold_7506	chrUn_NW_016688710v1
scaffold_7509	chrUn_NW_016688711v1
scaffold_751	chrUn_NW_016683935v1
scaffold_7510	chrUn_NW_016688712v1
scaffold_7511	chrUn_NW_016688713v1
scaffold_7512	chrUn_NW_016688714v1
scaffold_7516	chrUn_NW_016688715v1
scaffold_7519	chrUn_NW_016688716v1
scaffold_752	chrUn_NW_016683936v1
scaffold_7520	chrUn_NW_016688717v1
scaffold_7521	chrUn_NW_016688718v1
scaffold_7522	chrUn_NW_016688719v1
scaffold_7523	chrUn_NW_016688720v1
scaffold_7524	chrUn_NW_016688721v1
scaffold_7525	chrUn_NW_016688722v1
scaffold_7526	chrUn_NW_016688723v1
scaffold_7527	chrUn_NW_016688724v1
scaffold_7528	chrUn_NW_016688725v1
scaffold_753	chrUn_NW_016683937v1
scaffold_7530	chrUn_NW_016688726v1
scaffold_7531	chrUn_NW_016688727v1
scaffold_7532	chrUn_NW_016688728v1
scaffold_7534	chrUn_NW_016688729v1
scaffold_7535	chrUn_NW_016688730v1
scaffold_7536	chrUn_NW_016688731v1
scaffold_7537	chrUn_NW_016688732v1
scaffold_7539	chrUn_NW_016688733v1
scaffold_754	chrUn_NW_016683938v1
scaffold_7540	chrUn_NW_016688734v1
scaffold_7541	chrUn_NW_016688735v1
scaffold_7545	chrUn_NW_016688736v1
scaffold_7548	chrUn_NW_016688737v1
scaffold_7549	chrUn_NW_016688738v1
scaffold_755	chrUn_NW_016683939v1
scaffold_7550	chrUn_NW_016688739v1
scaffold_7551	chrUn_NW_016688740v1
scaffold_7553	chrUn_NW_016688741v1
scaffold_7554	chrUn_NW_016688742v1
scaffold_7555	chrUn_NW_016688743v1
scaffold_7556	chrUn_NW_016688744v1
scaffold_7557	chrUn_NW_016688745v1
scaffold_7558	chrUn_NW_016688746v1
scaffold_7559	chrUn_NW_016688747v1
scaffold_7560	chrUn_NW_016688748v1
scaffold_7563	chrUn_NW_016688749v1
scaffold_7565	chrUn_NW_016688750v1
scaffold_7566	chrUn_NW_016688751v1
scaffold_7568	chrUn_NW_016688752v1
scaffold_7569	chrUn_NW_016688753v1
scaffold_757	chrUn_NW_016683940v1
scaffold_7570	chrUn_NW_016688754v1
scaffold_7571	chrUn_NW_016688755v1
scaffold_7572	chrUn_NW_016688756v1
scaffold_7573	chrUn_NW_016688757v1
scaffold_7574	chrUn_NW_016688758v1
scaffold_7575	chrUn_NW_016688759v1
scaffold_7576	chrUn_NW_016688760v1
scaffold_7578	chrUn_NW_016688761v1
scaffold_7579	chrUn_NW_016688762v1
scaffold_758	chrUn_NW_016683941v1
scaffold_7581	chrUn_NW_016688763v1
scaffold_7585	chrUn_NW_016688764v1
scaffold_7586	chrUn_NW_016688765v1
scaffold_7589	chrUn_NW_016688766v1
scaffold_759	chrUn_NW_016683942v1
scaffold_7590	chrUn_NW_016688767v1
scaffold_7591	chrUn_NW_016688768v1
scaffold_7592	chrUn_NW_016688769v1
scaffold_7593	chrUn_NW_016688770v1
scaffold_7595	chrUn_NW_016688771v1
scaffold_7597	chrUn_NW_016688772v1
scaffold_7598	chrUn_NW_016688773v1
scaffold_7599	chrUn_NW_016688774v1
scaffold_76	chrUn_NW_016683413v1
scaffold_7600	chrUn_NW_016688775v1
scaffold_7601	chrUn_NW_016688776v1
scaffold_7602	chrUn_NW_016688777v1
scaffold_7603	chrUn_NW_016688778v1
scaffold_7604	chrUn_NW_016688779v1
scaffold_7605	chrUn_NW_016688780v1
scaffold_7606	chrUn_NW_016688781v1
scaffold_7607	chrUn_NW_016688782v1
scaffold_7609	chrUn_NW_016688783v1
scaffold_761	chrUn_NW_016683943v1
scaffold_7611	chrUn_NW_016688784v1
scaffold_7612	chrUn_NW_016688785v1
scaffold_7613	chrUn_NW_016688786v1
scaffold_7614	chrUn_NW_016688787v1
scaffold_7615	chrUn_NW_016688788v1
scaffold_7618	chrUn_NW_016688789v1
scaffold_7621	chrUn_NW_016688790v1
scaffold_7622	chrUn_NW_016688791v1
scaffold_7624	chrUn_NW_016688792v1
scaffold_7625	chrUn_NW_016688793v1
scaffold_7628	chrUn_NW_016688794v1
scaffold_7629	chrUn_NW_016688795v1
scaffold_763	chrUn_NW_016683944v1
scaffold_7630	chrUn_NW_016688796v1
scaffold_7631	chrUn_NW_016688797v1
scaffold_7632	chrUn_NW_016688798v1
scaffold_7633	chrUn_NW_016688799v1
scaffold_7634	chrUn_NW_016688800v1
scaffold_7635	chrUn_NW_016688801v1
scaffold_7636	chrUn_NW_016688802v1
scaffold_7637	chrUn_NW_016688803v1
scaffold_7638	chrUn_NW_016688804v1
scaffold_7639	chrUn_NW_016688805v1
scaffold_7640	chrUn_NW_016688806v1
scaffold_7641	chrUn_NW_016688807v1
scaffold_7642	chrUn_NW_016688808v1
scaffold_7643	chrUn_NW_016688809v1
scaffold_7646	chrUn_NW_016688810v1
scaffold_7649	chrUn_NW_016688811v1
scaffold_765	chrUn_NW_016683945v1
scaffold_7650	chrUn_NW_016688812v1
scaffold_7651	chrUn_NW_016688813v1
scaffold_7652	chrUn_NW_016688814v1
scaffold_7653	chrUn_NW_016688815v1
scaffold_7654	chrUn_NW_016688816v1
scaffold_7655	chrUn_NW_016688817v1
scaffold_7656	chrUn_NW_016688818v1
scaffold_7657	chrUn_NW_016688819v1
scaffold_7658	chrUn_NW_016688820v1
scaffold_7659	chrUn_NW_016688821v1
scaffold_766	chrUn_NW_016683946v1
scaffold_7660	chrUn_NW_016688822v1
scaffold_7661	chrUn_NW_016688823v1
scaffold_7662	chrUn_NW_016688824v1
scaffold_7663	chrUn_NW_016688825v1
scaffold_7664	chrUn_NW_016688826v1
scaffold_7665	chrUn_NW_016688827v1
scaffold_7666	chrUn_NW_016688828v1
scaffold_7667	chrUn_NW_016688829v1
scaffold_7669	chrUn_NW_016688830v1
scaffold_767	chrUn_NW_016683947v1
scaffold_7670	chrUn_NW_016688831v1
scaffold_7671	chrUn_NW_016688832v1
scaffold_7674	chrUn_NW_016688833v1
scaffold_7676	chrUn_NW_016688834v1
scaffold_7677	chrUn_NW_016688835v1
scaffold_7678	chrUn_NW_016688836v1
scaffold_7679	chrUn_NW_016688837v1
scaffold_768	chrUn_NW_016683948v1
scaffold_7681	chrUn_NW_016688838v1
scaffold_7682	chrUn_NW_016688839v1
scaffold_7683	chrUn_NW_016688840v1
scaffold_7684	chrUn_NW_016688841v1
scaffold_7685	chrUn_NW_016688842v1
scaffold_7686	chrUn_NW_016688843v1
scaffold_7687	chrUn_NW_016688844v1
scaffold_7688	chrUn_NW_016688845v1
scaffold_7689	chrUn_NW_016688846v1
scaffold_769	chrUn_NW_016683949v1
scaffold_7690	chrUn_NW_016688847v1
scaffold_7691	chrUn_NW_016688848v1
scaffold_7692	chrUn_NW_016688849v1
scaffold_7694	chrUn_NW_016688850v1
scaffold_7695	chrUn_NW_016688851v1
scaffold_7698	chrUn_NW_016688852v1
scaffold_7699	chrUn_NW_016688853v1
scaffold_770	chrUn_NW_016683950v1
scaffold_7700	chrUn_NW_016688854v1
scaffold_7701	chrUn_NW_016688855v1
scaffold_7702	chrUn_NW_016688856v1
scaffold_7703	chrUn_NW_016688857v1
scaffold_7705	chrUn_NW_016688858v1
scaffold_7707	chrUn_NW_016688859v1
scaffold_771	chrUn_NW_016683951v1
scaffold_7710	chrUn_NW_016688860v1
scaffold_7711	chrUn_NW_016688861v1
scaffold_7712	chrUn_NW_016688862v1
scaffold_7714	chrUn_NW_016688863v1
scaffold_7717	chrUn_NW_016688864v1
scaffold_772	chrUn_NW_016683952v1
scaffold_7720	chrUn_NW_016688865v1
scaffold_7721	chrUn_NW_016688866v1
scaffold_7723	chrUn_NW_016688867v1
scaffold_7724	chrUn_NW_016688868v1
scaffold_7725	chrUn_NW_016688869v1
scaffold_7726	chrUn_NW_016688870v1
scaffold_7727	chrUn_NW_016688871v1
scaffold_7728	chrUn_NW_016688872v1
scaffold_7729	chrUn_NW_016688873v1
scaffold_7731	chrUn_NW_016688874v1
scaffold_7732	chrUn_NW_016688875v1
scaffold_7733	chrUn_NW_016688876v1
scaffold_7734	chrUn_NW_016688877v1
scaffold_7736	chrUn_NW_016688878v1
scaffold_7737	chrUn_NW_016688879v1
scaffold_7739	chrUn_NW_016688880v1
scaffold_774	chrUn_NW_016683953v1
scaffold_7740	chrUn_NW_016688881v1
scaffold_7741	chrUn_NW_016688882v1
scaffold_7742	chrUn_NW_016688883v1
scaffold_7743	chrUn_NW_016688884v1
scaffold_7744	chrUn_NW_016688885v1
scaffold_7745	chrUn_NW_016688886v1
scaffold_7747	chrUn_NW_016688887v1
scaffold_7749	chrUn_NW_016688888v1
scaffold_775	chrUn_NW_016683954v1
scaffold_7750	chrUn_NW_016688889v1
scaffold_7754	chrUn_NW_016688890v1
scaffold_7755	chrUn_NW_016688891v1
scaffold_7756	chrUn_NW_016688892v1
scaffold_7757	chrUn_NW_016688893v1
scaffold_7758	chrUn_NW_016688894v1
scaffold_7759	chrUn_NW_016688895v1
scaffold_776	chrUn_NW_016683955v1
scaffold_7760	chrUn_NW_016688896v1
scaffold_7762	chrUn_NW_016688897v1
scaffold_7763	chrUn_NW_016688898v1
scaffold_7764	chrUn_NW_016688899v1
scaffold_7765	chrUn_NW_016688900v1
scaffold_7766	chrUn_NW_016688901v1
scaffold_777	chrUn_NW_016683956v1
scaffold_7770	chrUn_NW_016688902v1
scaffold_7771	chrUn_NW_016688903v1
scaffold_7772	chrUn_NW_016688904v1
scaffold_7773	chrUn_NW_016688905v1
scaffold_7774	chrUn_NW_016688906v1
scaffold_7775	chrUn_NW_016688907v1
scaffold_7776	chrUn_NW_016688908v1
scaffold_7778	chrUn_NW_016688909v1
scaffold_7779	chrUn_NW_016688910v1
scaffold_7781	chrUn_NW_016688911v1
scaffold_7782	chrUn_NW_016688912v1
scaffold_7783	chrUn_NW_016688913v1
scaffold_7784	chrUn_NW_016688914v1
scaffold_7786	chrUn_NW_016688915v1
scaffold_7787	chrUn_NW_016688916v1
scaffold_7788	chrUn_NW_016688917v1
scaffold_779	chrUn_NW_016683957v1
scaffold_7790	chrUn_NW_016688918v1
scaffold_7794	chrUn_NW_016688919v1
scaffold_7795	chrUn_NW_016688920v1
scaffold_7796	chrUn_NW_016688921v1
scaffold_7797	chrUn_NW_016688922v1
scaffold_7798	chrUn_NW_016688923v1
scaffold_7799	chrUn_NW_016688924v1
scaffold_78	chrUn_NW_016683414v1
scaffold_780	chrUn_NW_016683958v1
scaffold_7803	chrUn_NW_016688925v1
scaffold_7804	chrUn_NW_016688926v1
scaffold_7805	chrUn_NW_016688927v1
scaffold_7806	chrUn_NW_016688928v1
scaffold_7807	chrUn_NW_016688929v1
scaffold_7808	chrUn_NW_016688930v1
scaffold_781	chrUn_NW_016683959v1
scaffold_7810	chrUn_NW_016688931v1
scaffold_7811	chrUn_NW_016688932v1
scaffold_7813	chrUn_NW_016688933v1
scaffold_7814	chrUn_NW_016688934v1
scaffold_7815	chrUn_NW_016688935v1
scaffold_7816	chrUn_NW_016688936v1
scaffold_7818	chrUn_NW_016688937v1
scaffold_7819	chrUn_NW_016688938v1
scaffold_782	chrUn_NW_016683960v1
scaffold_7820	chrUn_NW_016688939v1
scaffold_7823	chrUn_NW_016688940v1
scaffold_7824	chrUn_NW_016688941v1
scaffold_7826	chrUn_NW_016688942v1
scaffold_7827	chrUn_NW_016688943v1
scaffold_7828	chrUn_NW_016688944v1
scaffold_7829	chrUn_NW_016688945v1
scaffold_783	chrUn_NW_016683961v1
scaffold_7830	chrUn_NW_016688946v1
scaffold_7832	chrUn_NW_016688947v1
scaffold_7833	chrUn_NW_016688948v1
scaffold_7834	chrUn_NW_016688949v1
scaffold_7835	chrUn_NW_016688950v1
scaffold_7836	chrUn_NW_016688951v1
scaffold_7837	chrUn_NW_016688952v1
scaffold_7838	chrUn_NW_016688953v1
scaffold_7839	chrUn_NW_016688954v1
scaffold_784	chrUn_NW_016683962v1
scaffold_7840	chrUn_NW_016688955v1
scaffold_7841	chrUn_NW_016688956v1
scaffold_7842	chrUn_NW_016688957v1
scaffold_7844	chrUn_NW_016688958v1
scaffold_7845	chrUn_NW_016688959v1
scaffold_7846	chrUn_NW_016688960v1
scaffold_7848	chrUn_NW_016688961v1
scaffold_7849	chrUn_NW_016688962v1
scaffold_785	chrUn_NW_016683963v1
scaffold_7850	chrUn_NW_016688963v1
scaffold_7853	chrUn_NW_016688964v1
scaffold_7858	chrUn_NW_016688965v1
scaffold_7859	chrUn_NW_016688966v1
scaffold_786	chrUn_NW_016683964v1
scaffold_7860	chrUn_NW_016688967v1
scaffold_7861	chrUn_NW_016688968v1
scaffold_7862	chrUn_NW_016688969v1
scaffold_7864	chrUn_NW_016688970v1
scaffold_7865	chrUn_NW_016688971v1
scaffold_7866	chrUn_NW_016688972v1
scaffold_7867	chrUn_NW_016688973v1
scaffold_7869	chrUn_NW_016688974v1
scaffold_787	chrUn_NW_016683965v1
scaffold_7870	chrUn_NW_016688975v1
scaffold_7871	chrUn_NW_016688976v1
scaffold_7872	chrUn_NW_016688977v1
scaffold_7873	chrUn_NW_016688978v1
scaffold_7875	chrUn_NW_016688979v1
scaffold_7877	chrUn_NW_016688980v1
scaffold_7878	chrUn_NW_016688981v1
scaffold_788	chrUn_NW_016683966v1
scaffold_7880	chrUn_NW_016688982v1
scaffold_7881	chrUn_NW_016688983v1
scaffold_7882	chrUn_NW_016688984v1
scaffold_7884	chrUn_NW_016688985v1
scaffold_7885	chrUn_NW_016688986v1
scaffold_7887	chrUn_NW_016688987v1
scaffold_7888	chrUn_NW_016688988v1
scaffold_7889	chrUn_NW_016688989v1
scaffold_7891	chrUn_NW_016688990v1
scaffold_7892	chrUn_NW_016688991v1
scaffold_7893	chrUn_NW_016688992v1
scaffold_7896	chrUn_NW_016688993v1
scaffold_7897	chrUn_NW_016688994v1
scaffold_7898	chrUn_NW_016688995v1
scaffold_79	chrUn_NW_016683415v1
scaffold_790	chrUn_NW_016683967v1
scaffold_7900	chrUn_NW_016688996v1
scaffold_7901	chrUn_NW_016688997v1
scaffold_7902	chrUn_NW_016688998v1
scaffold_7903	chrUn_NW_016688999v1
scaffold_7905	chrUn_NW_016689000v1
scaffold_7906	chrUn_NW_016689001v1
scaffold_7907	chrUn_NW_016689002v1
scaffold_7909	chrUn_NW_016689003v1
scaffold_791	chrUn_NW_016683968v1
scaffold_7910	chrUn_NW_016689004v1
scaffold_7912	chrUn_NW_016689005v1
scaffold_7913	chrUn_NW_016689006v1
scaffold_7914	chrUn_NW_016689007v1
scaffold_7915	chrUn_NW_016689008v1
scaffold_7916	chrUn_NW_016689009v1
scaffold_7918	chrUn_NW_016689010v1
scaffold_7919	chrUn_NW_016689011v1
scaffold_7920	chrUn_NW_016689012v1
scaffold_7922	chrUn_NW_016689013v1
scaffold_7923	chrUn_NW_016689014v1
scaffold_7924	chrUn_NW_016689015v1
scaffold_7925	chrUn_NW_016689016v1
scaffold_7926	chrUn_NW_016689017v1
scaffold_7927	chrUn_NW_016689018v1
scaffold_7929	chrUn_NW_016689019v1
scaffold_793	chrUn_NW_016683969v1
scaffold_7930	chrUn_NW_016689020v1
scaffold_7931	chrUn_NW_016689021v1
scaffold_7932	chrUn_NW_016689022v1
scaffold_7933	chrUn_NW_016689023v1
scaffold_7934	chrUn_NW_016689024v1
scaffold_7935	chrUn_NW_016689025v1
scaffold_7936	chrUn_NW_016689026v1
scaffold_7937	chrUn_NW_016689027v1
scaffold_794	chrUn_NW_016683970v1
scaffold_7940	chrUn_NW_016689028v1
scaffold_7944	chrUn_NW_016689029v1
scaffold_7945	chrUn_NW_016689030v1
scaffold_7946	chrUn_NW_016689031v1
scaffold_7948	chrUn_NW_016689032v1
scaffold_7949	chrUn_NW_016689033v1
scaffold_7950	chrUn_NW_016689034v1
scaffold_7951	chrUn_NW_016689035v1
scaffold_7953	chrUn_NW_016689036v1
scaffold_7956	chrUn_NW_016689037v1
scaffold_7957	chrUn_NW_016689038v1
scaffold_7958	chrUn_NW_016689039v1
scaffold_7959	chrUn_NW_016689040v1
scaffold_796	chrUn_NW_016683971v1
scaffold_7960	chrUn_NW_016689041v1
scaffold_7962	chrUn_NW_016689042v1
scaffold_7963	chrUn_NW_016689043v1
scaffold_7964	chrUn_NW_016689044v1
scaffold_7965	chrUn_NW_016689045v1
scaffold_7966	chrUn_NW_016689046v1
scaffold_7967	chrUn_NW_016689047v1
scaffold_7968	chrUn_NW_016689048v1
scaffold_797	chrUn_NW_016683972v1
scaffold_7970	chrUn_NW_016689049v1
scaffold_7971	chrUn_NW_016689050v1
scaffold_7972	chrUn_NW_016689051v1
scaffold_7974	chrUn_NW_016689052v1
scaffold_7975	chrUn_NW_016689053v1
scaffold_7977	chrUn_NW_016689054v1
scaffold_7978	chrUn_NW_016689055v1
scaffold_7979	chrUn_NW_016689056v1
scaffold_798	chrUn_NW_016683973v1
scaffold_7980	chrUn_NW_016689057v1
scaffold_7981	chrUn_NW_016689058v1
scaffold_7983	chrUn_NW_016689059v1
scaffold_7984	chrUn_NW_016689060v1
scaffold_7985	chrUn_NW_016689061v1
scaffold_7986	chrUn_NW_016689062v1
scaffold_7987	chrUn_NW_016689063v1
scaffold_7988	chrUn_NW_016689064v1
scaffold_7989	chrUn_NW_016689065v1
scaffold_799	chrUn_NW_016683974v1
scaffold_7990	chrUn_NW_016689066v1
scaffold_7991	chrUn_NW_016689067v1
scaffold_7992	chrUn_NW_016689068v1
scaffold_7994	chrUn_NW_016689069v1
scaffold_7995	chrUn_NW_016689070v1
scaffold_7996	chrUn_NW_016689071v1
scaffold_7997	chrUn_NW_016689072v1
scaffold_7998	chrUn_NW_016689073v1
scaffold_7999	chrUn_NW_016689074v1
scaffold_80	chrUn_NW_016683416v1
scaffold_800	chrUn_NW_016683975v1
scaffold_8000	chrUn_NW_016689075v1
scaffold_8001	chrUn_NW_016689076v1
scaffold_8002	chrUn_NW_016689077v1
scaffold_8003	chrUn_NW_016689078v1
scaffold_8004	chrUn_NW_016689079v1
scaffold_8006	chrUn_NW_016689080v1
scaffold_8008	chrUn_NW_016689081v1
scaffold_8009	chrUn_NW_016689082v1
scaffold_801	chrUn_NW_016683976v1
scaffold_8013	chrUn_NW_016689083v1
scaffold_8015	chrUn_NW_016689084v1
scaffold_8016	chrUn_NW_016689085v1
scaffold_8018	chrUn_NW_016689086v1
scaffold_8019	chrUn_NW_016689087v1
scaffold_802	chrUn_NW_016683977v1
scaffold_8020	chrUn_NW_016689088v1
scaffold_8021	chrUn_NW_016689089v1
scaffold_8022	chrUn_NW_016689090v1
scaffold_8023	chrUn_NW_016689091v1
scaffold_8024	chrUn_NW_016689092v1
scaffold_8025	chrUn_NW_016689093v1
scaffold_8026	chrUn_NW_016689094v1
scaffold_8028	chrUn_NW_016689095v1
scaffold_8029	chrUn_NW_016689096v1
scaffold_803	chrUn_NW_016683978v1
scaffold_8030	chrUn_NW_016689097v1
scaffold_8031	chrUn_NW_016689098v1
scaffold_8033	chrUn_NW_016689099v1
scaffold_8035	chrUn_NW_016689100v1
scaffold_8036	chrUn_NW_016689101v1
scaffold_8037	chrUn_NW_016689102v1
scaffold_8038	chrUn_NW_016689103v1
scaffold_8040	chrUn_NW_016689104v1
scaffold_8041	chrUn_NW_016689105v1
scaffold_8042	chrUn_NW_016689106v1
scaffold_8043	chrUn_NW_016689107v1
scaffold_8045	chrUn_NW_016689108v1
scaffold_8046	chrUn_NW_016689109v1
scaffold_8047	chrUn_NW_016689110v1
scaffold_8048	chrUn_NW_016689111v1
scaffold_8049	chrUn_NW_016689112v1
scaffold_805	chrUn_NW_016683979v1
scaffold_8050	chrUn_NW_016689113v1
scaffold_8052	chrUn_NW_016689114v1
scaffold_8053	chrUn_NW_016689115v1
scaffold_8054	chrUn_NW_016689116v1
scaffold_8055	chrUn_NW_016689117v1
scaffold_8056	chrUn_NW_016689118v1
scaffold_8057	chrUn_NW_016689119v1
scaffold_8058	chrUn_NW_016689120v1
scaffold_8059	chrUn_NW_016689121v1
scaffold_806	chrUn_NW_016683980v1
scaffold_8060	chrUn_NW_016689122v1
scaffold_8061	chrUn_NW_016689123v1
scaffold_8063	chrUn_NW_016689124v1
scaffold_8064	chrUn_NW_016689125v1
scaffold_8065	chrUn_NW_016689126v1
scaffold_8066	chrUn_NW_016689127v1
scaffold_8067	chrUn_NW_016689128v1
scaffold_8069	chrUn_NW_016689129v1
scaffold_8070	chrUn_NW_016689130v1
scaffold_8071	chrUn_NW_016689131v1
scaffold_8072	chrUn_NW_016689132v1
scaffold_8073	chrUn_NW_016689133v1
scaffold_8074	chrUn_NW_016689134v1
scaffold_8076	chrUn_NW_016689135v1
scaffold_8077	chrUn_NW_016689136v1
scaffold_808	chrUn_NW_016683981v1
scaffold_8080	chrUn_NW_016689137v1
scaffold_8081	chrUn_NW_016689138v1
scaffold_8082	chrUn_NW_016689139v1
scaffold_8084	chrUn_NW_016689140v1
scaffold_8086	chrUn_NW_016689141v1
scaffold_8087	chrUn_NW_016689142v1
scaffold_8088	chrUn_NW_016689143v1
scaffold_8089	chrUn_NW_016689144v1
scaffold_809	chrUn_NW_016683982v1
scaffold_8090	chrUn_NW_016689145v1
scaffold_8091	chrUn_NW_016689146v1
scaffold_8092	chrUn_NW_016689147v1
scaffold_8096	chrUn_NW_016689148v1
scaffold_8097	chrUn_NW_016689149v1
scaffold_8098	chrUn_NW_016689150v1
scaffold_8099	chrUn_NW_016689151v1
scaffold_81	chrUn_NW_016683417v1
scaffold_810	chrUn_NW_016683983v1
scaffold_8100	chrUn_NW_016689152v1
scaffold_8101	chrUn_NW_016689153v1
scaffold_8102	chrUn_NW_016689154v1
scaffold_8103	chrUn_NW_016689155v1
scaffold_8104	chrUn_NW_016689156v1
scaffold_8106	chrUn_NW_016689157v1
scaffold_8108	chrUn_NW_016689158v1
scaffold_8109	chrUn_NW_016689159v1
scaffold_811	chrUn_NW_016683984v1
scaffold_8110	chrUn_NW_016689160v1
scaffold_8111	chrUn_NW_016689161v1
scaffold_8112	chrUn_NW_016689162v1
scaffold_8113	chrUn_NW_016689163v1
scaffold_8114	chrUn_NW_016689164v1
scaffold_8115	chrUn_NW_016689165v1
scaffold_8116	chrUn_NW_016689166v1
scaffold_8117	chrUn_NW_016689167v1
scaffold_8118	chrUn_NW_016689168v1
scaffold_8119	chrUn_NW_016689169v1
scaffold_812	chrUn_NW_016683985v1
scaffold_8120	chrUn_NW_016689170v1
scaffold_8122	chrUn_NW_016689171v1
scaffold_8123	chrUn_NW_016689172v1
scaffold_8125	chrUn_NW_016689173v1
scaffold_8126	chrUn_NW_016689174v1
scaffold_8127	chrUn_NW_016689175v1
scaffold_8128	chrUn_NW_016689176v1
scaffold_8129	chrUn_NW_016689177v1
scaffold_8131	chrUn_NW_016689178v1
scaffold_8133	chrUn_NW_016689179v1
scaffold_8135	chrUn_NW_016689180v1
scaffold_8137	chrUn_NW_016689181v1
scaffold_8139	chrUn_NW_016689182v1
scaffold_814	chrUn_NW_016683986v1
scaffold_8140	chrUn_NW_016689183v1
scaffold_8142	chrUn_NW_016689184v1
scaffold_8143	chrUn_NW_016689185v1
scaffold_8145	chrUn_NW_016689186v1
scaffold_8146	chrUn_NW_016689187v1
scaffold_8149	chrUn_NW_016689188v1
scaffold_815	chrUn_NW_016683987v1
scaffold_8150	chrUn_NW_016689189v1
scaffold_8151	chrUn_NW_016689190v1
scaffold_8152	chrUn_NW_016689191v1
scaffold_8153	chrUn_NW_016689192v1
scaffold_8154	chrUn_NW_016689193v1
scaffold_8155	chrUn_NW_016689194v1
scaffold_8156	chrUn_NW_016689195v1
scaffold_8158	chrUn_NW_016689196v1
scaffold_8160	chrUn_NW_016689197v1
scaffold_8161	chrUn_NW_016689198v1
scaffold_8162	chrUn_NW_016689199v1
scaffold_8163	chrUn_NW_016689200v1
scaffold_8166	chrUn_NW_016689201v1
scaffold_8168	chrUn_NW_016689202v1
scaffold_8169	chrUn_NW_016689203v1
scaffold_817	chrUn_NW_016683988v1
scaffold_8170	chrUn_NW_016689204v1
scaffold_8171	chrUn_NW_016689205v1
scaffold_8173	chrUn_NW_016689206v1
scaffold_8174	chrUn_NW_016689207v1
scaffold_8175	chrUn_NW_016689208v1
scaffold_8176	chrUn_NW_016689209v1
scaffold_8177	chrUn_NW_016689210v1
scaffold_8178	chrUn_NW_016689211v1
scaffold_8179	chrUn_NW_016689212v1
scaffold_818	chrUn_NW_016683989v1
scaffold_8180	chrUn_NW_016689213v1
scaffold_8181	chrUn_NW_016689214v1
scaffold_8182	chrUn_NW_016689215v1
scaffold_8183	chrUn_NW_016689216v1
scaffold_8184	chrUn_NW_016689217v1
scaffold_8185	chrUn_NW_016689218v1
scaffold_8186	chrUn_NW_016689219v1
scaffold_8187	chrUn_NW_016689220v1
scaffold_8188	chrUn_NW_016689221v1
scaffold_8189	chrUn_NW_016689222v1
scaffold_8190	chrUn_NW_016689223v1
scaffold_8192	chrUn_NW_016689224v1
scaffold_8193	chrUn_NW_016689225v1
scaffold_8195	chrUn_NW_016689226v1
scaffold_8197	chrUn_NW_016689227v1
scaffold_8198	chrUn_NW_016689228v1
scaffold_8199	chrUn_NW_016689229v1
scaffold_82	chrUn_NW_016683418v1
scaffold_820	chrUn_NW_016683990v1
scaffold_8200	chrUn_NW_016689230v1
scaffold_8201	chrUn_NW_016689231v1
scaffold_8202	chrUn_NW_016689232v1
scaffold_8203	chrUn_NW_016689233v1
scaffold_8204	chrUn_NW_016689234v1
scaffold_8205	chrUn_NW_016689235v1
scaffold_8206	chrUn_NW_016689236v1
scaffold_8207	chrUn_NW_016689237v1
scaffold_8208	chrUn_NW_016689238v1
scaffold_8209	chrUn_NW_016689239v1
scaffold_821	chrUn_NW_016683991v1
scaffold_8210	chrUn_NW_016689240v1
scaffold_8211	chrUn_NW_016689241v1
scaffold_8212	chrUn_NW_016689242v1
scaffold_8213	chrUn_NW_016689243v1
scaffold_8214	chrUn_NW_016689244v1
scaffold_8217	chrUn_NW_016689245v1
scaffold_822	chrUn_NW_016683992v1
scaffold_8221	chrUn_NW_016689246v1
scaffold_8222	chrUn_NW_016689247v1
scaffold_8223	chrUn_NW_016689248v1
scaffold_8224	chrUn_NW_016689249v1
scaffold_8225	chrUn_NW_016689250v1
